custrefno,txnid,currstatuscode,txnamount,trndate,storeid,grefid,trnrefno,txncurrstatuscode,respCode,meraccno,mcc,txntype,payervpa,payeraccno,payerifsc,payeevpa,payeeifsc,pgmerchantId,orderNo,paytype,pyfname,drcrflag,acctype,purpose,umn,mndpattern
427931406215337,TXN140f77854d23d746819a34bdd7f39b2f7e,6010,150309.32,2025-06-15 14:20:00,6789,GREF123456,323830,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7217,PAY,99999852@ybl,87654321,SBIN000116,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Samay Raina,D,CREDIT,0,,
427931416215337,TXN141f77854d23d746819a34bdd7f39b2f7e,6010,151232.64,2025-06-15 14:21:00,7414,GREF123456,323831,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,2791,PAY,samayraina@ibl,100000021,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00002,AIRP2222,P2M,Samay Raina,D,CREDIT,0,,
427931426215337,TXN142f77854d23d746819a34bdd7f39b2f7e,6010,152434.4,2025-06-15 14:22:00,6789,GREF123456,323832,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5412,PAY,abc_person@axl,87654321,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRP2222,P2M,Saurav G.,C,CREDIT,1,,
427931436215337,TXN143f77854d23d746819a34bdd7f39b2f7e,6010,152644.7,2025-06-15 14:23:00,1234,GREF123456,323833,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7922,PAY,abc_person@axl,87654321,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Samay Raina,D,CREDIT,0,,
427931446215337,TXN144f77854d23d746819a34bdd7f39b2f7e,6010,154422.94,2025-06-15 14:24:00,6789,GREF123456,323834,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7992,PAY,99999852@ybl,87654321,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Samay Raina,D,SAVINGS,0,,
427931456215337,TXN145f77854d23d746819a34bdd7f39b2f7e,6010,155241.5,2025-06-15 14:25:00,1415,GREF123456,323835,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7349,PAY,samayraina@ibl,12345678,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00002,AIRP2222,P2M,Vinkaj,C,SAVINGS,1,,
427931466215337,TXN146f77854d23d746819a34bdd7f39b2f7e,6010,155763.7,2025-06-15 14:26:00,6789,GREF123456,323836,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5198,PAY,abc_person@axl,12345678,YESB00001,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Saurav G.,D,CREDIT,1,,
427931476215337,TXN147f77854d23d746819a34bdd7f39b2f7e,6010,157067.66,2025-06-15 14:27:00,7414,GREF123456,323837,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5621,PAY,99999852@ybl,12345678,YESB00001,teastall@axl,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Saurav G.,C,CREDIT,1,,
427931486215337,TXN148f77854d23d746819a34bdd7f39b2f7e,6010,158094.61,2025-06-15 14:28:00,7414,GREF123456,323838,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,1711,PAY,99999852@ybl,12345678,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Vinkaj,C,SAVINGS,1,,
427931496215337,TXN149f77854d23d746819a34bdd7f39b2f7e,6010,158875.93,2025-06-15 14:29:00,1415,GREF123456,323839,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5995,PAY,abc_person@axl,12345678,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Saurav G.,D,CREDIT,1,,
427931506215337,TXN150f77854d23d746819a34bdd7f39b2f7e,6010,160476.77,2025-06-15 14:30:00,1234,GREF123456,323840,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7802,PAY,samayraina@ibl,12345678,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Samay Raina,D,CREDIT,1,,
427931516215337,TXN151f77854d23d746819a34bdd7f39b2f7e,6010,161443.52,2025-06-15 14:31:00,1415,GREF123456,323841,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7333,PAY,99999852@ybl,100000021,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00001,AIRP2222,P2M,Samay Raina,C,SAVINGS,1,,
427931526215337,TXN152f77854d23d746819a34bdd7f39b2f7e,6010,161542.56,2025-06-15 14:32:00,6789,GREF123456,323842,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8651,PAY,99999852@ybl,12345678,SBIN000116,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Vinkaj,C,SAVINGS,1,,
427931536215337,TXN153f77854d23d746819a34bdd7f39b2f7e,6010,162968.54,2025-06-15 14:33:00,1234,GREF123456,323843,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8641,PAY,samayraina@ibl,100000021,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Vinkaj,C,CREDIT,0,,
427931546215337,TXN154f77854d23d746819a34bdd7f39b2f7e,6010,163749.16,2025-06-15 14:34:00,1415,GREF123456,323844,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7519,PAY,abc_person@axl,100000021,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Saurav G.,D,CREDIT,0,,
427931556215337,TXN155f77854d23d746819a34bdd7f39b2f7e,6010,165191.18,2025-06-15 14:35:00,1234,GREF123456,323845,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5300,PAY,samayraina@ibl,87654321,YESB00001,teastall@axl,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Saurav G.,D,CREDIT,1,,
427931566215337,TXN156f77854d23d746819a34bdd7f39b2f7e,6010,166051.42,2025-06-15 14:36:00,7414,GREF123456,323846,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5912,PAY,samayraina@ibl,12345678,YESB00001,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Vinkaj,D,SAVINGS,0,,
427931576215337,TXN157f77854d23d746819a34bdd7f39b2f7e,6010,166827.06,2025-06-15 14:37:00,1415,GREF123456,323847,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7932,PAY,samayraina@ibl,12345678,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Vinkaj,C,CREDIT,1,,
427931586215337,TXN158f77854d23d746819a34bdd7f39b2f7e,6010,167797.12,2025-06-15 14:38:00,7414,GREF123456,323848,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5422,PAY,abc_person@axl,100000021,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Saurav G.,D,CREDIT,0,,
427931596215337,TXN159f77854d23d746819a34bdd7f39b2f7e,6010,169430.55,2025-06-15 14:39:00,1234,GREF123456,323849,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7802,PAY,abc_person@axl,100000021,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Saurav G.,D,SAVINGS,0,,
427931606215337,TXN160f77854d23d746819a34bdd7f39b2f7e,6010,169994.85,2025-06-15 14:40:00,1234,GREF123456,323850,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7332,PAY,abc_person@axl,12345678,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRPAY1111,P2M,Samay Raina,C,SAVINGS,0,,
427931616215337,TXN161f77854d23d746819a34bdd7f39b2f7e,6010,171446.38,2025-06-15 14:41:00,1415,GREF123456,323851,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5311,PAY,abc_person@axl,87654321,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Vinkaj,C,SAVINGS,1,,
427931626215337,TXN162f77854d23d746819a34bdd7f39b2f7e,6010,172016.32,2025-06-15 14:42:00,1415,GREF123456,323852,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5099,PAY,samayraina@ibl,87654321,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Saurav G.,C,SAVINGS,0,,
427931636215337,TXN163f77854d23d746819a34bdd7f39b2f7e,6010,172767.92,2025-06-15 14:43:00,7414,GREF123456,323853,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8050,PAY,abc_person@axl,87654321,SBIN000116,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Saurav G.,C,CREDIT,0,,
427931646215337,TXN164f77854d23d746819a34bdd7f39b2f7e,6010,173599.72,2025-06-15 14:44:00,6789,GREF123456,323854,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5655,PAY,99999852@ybl,100000021,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00002,AIRP2222,P2M,Saurav G.,D,CREDIT,0,,
427931656215337,TXN165f77854d23d746819a34bdd7f39b2f7e,6010,175405.26,2025-06-15 14:45:00,7414,GREF123456,323855,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7349,PAY,abc_person@axl,12345678,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Samay Raina,D,CREDIT,0,,
427931666215337,TXN166f77854d23d746819a34bdd7f39b2f7e,6010,175960.59,2025-06-15 14:46:00,1234,GREF123456,323856,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,6513,PAY,samayraina@ibl,87654321,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00002,AIRP2222,P2M,Saurav G.,D,CREDIT,1,,
427931676215337,TXN167f77854d23d746819a34bdd7f39b2f7e,6010,177015.19,2025-06-15 14:47:00,1415,GREF123456,323857,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7549,PAY,samayraina@ibl,12345678,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00001,AIRP2222,P2M,Vinkaj,C,SAVINGS,0,,
427931686215337,TXN168f77854d23d746819a34bdd7f39b2f7e,6010,177587.49,2025-06-15 14:48:00,1415,GREF123456,323858,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,4111,PAY,99999852@ybl,12345678,SBIN000116,vinayak@ybiz,YESB0MGSUPI,YBL00001,AIRP2222,P2M,Vinkaj,D,SAVINGS,0,,
427931696215337,TXN169f77854d23d746819a34bdd7f39b2f7e,6010,179144.58,2025-06-15 14:49:00,7800,GREF123456,323859,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,4121,PAY,samayraina@ibl,12345678,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00001,AIRPAY1111,P2M,Vinkaj,D,CREDIT,0,,
427931706215337,TXN170f77854d23d746819a34bdd7f39b2f7e,6010,180086.72,2025-06-15 14:50:00,7414,GREF123456,323860,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8211,PAY,99999852@ybl,100000021,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00001,AIRP2222,P2M,Saurav G.,C,CREDIT,0,,
427931716215337,TXN171f77854d23d746819a34bdd7f39b2f7e,6010,180698.1,2025-06-15 14:51:00,7800,GREF123456,323861,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5309,PAY,samayraina@ibl,100000021,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Vinkaj,C,CREDIT,0,,
427931726215337,TXN172f77854d23d746819a34bdd7f39b2f7e,6010,181530.35,2025-06-15 14:52:00,7800,GREF123456,323862,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5811,PAY,99999852@ybl,100000021,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Samay Raina,C,SAVINGS,0,,
427931736215337,TXN173f77854d23d746819a34bdd7f39b2f7e,6010,182698.13,2025-06-15 14:53:00,6789,GREF123456,323863,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,6010,PAY,99999852@ybl,87654321,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Saurav G.,C,CREDIT,0,,
427931746215337,TXN174f77854d23d746819a34bdd7f39b2f7e,6010,183845.63,2025-06-15 14:54:00,7414,GREF123456,323864,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7394,PAY,samayraina@ibl,12345678,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRPAY1111,P2M,Vinkaj,C,CREDIT,0,,
427931756215337,TXN175f77854d23d746819a34bdd7f39b2f7e,6010,185283.34,2025-06-15 14:55:00,7414,GREF123456,323865,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5131,PAY,samayraina@ibl,100000021,SBIN000116,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Samay Raina,D,CREDIT,0,,
427931766215337,TXN176f77854d23d746819a34bdd7f39b2f7e,6010,186491.66,2025-06-15 14:56:00,6789,GREF123456,323866,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5961,PAY,99999852@ybl,12345678,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Vinkaj,D,SAVINGS,0,,
427931776215337,TXN177f77854d23d746819a34bdd7f39b2f7e,6010,187383.47,2025-06-15 14:57:00,1234,GREF123456,323867,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5933,PAY,samayraina@ibl,87654321,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Vinkaj,D,SAVINGS,0,,
427931786215337,TXN178f77854d23d746819a34bdd7f39b2f7e,6010,188114.73,2025-06-15 14:58:00,7414,GREF123456,323868,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5561,PAY,99999852@ybl,87654321,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Vinkaj,D,CREDIT,0,,
427931796215337,TXN179f77854d23d746819a34bdd7f39b2f7e,6010,188516.27,2025-06-15 14:59:00,1234,GREF123456,323869,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7395,PAY,abc_person@axl,100000021,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00001,AIRPAY1111,P2M,Samay Raina,C,CREDIT,0,,
427931806215337,TXN180f77854d23d746819a34bdd7f39b2f7e,6010,189578.94,2025-06-15 14:00:00,1415,GREF123456,323870,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5072,PAY,abc_person@axl,12345678,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Vinkaj,C,SAVINGS,1,,
427931816215337,TXN181f77854d23d746819a34bdd7f39b2f7e,6010,190694.02,2025-06-15 14:01:00,1234,GREF123456,323871,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5732,PAY,abc_person@axl,100000021,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Vinkaj,D,CREDIT,0,,
427931826215337,TXN182f77854d23d746819a34bdd7f39b2f7e,6010,192282.25,2025-06-15 14:02:00,1415,GREF123456,323872,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,742,PAY,99999852@ybl,100000021,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00002,AIRP2222,P2M,Saurav G.,C,SAVINGS,0,,
427931836215337,TXN183f77854d23d746819a34bdd7f39b2f7e,6010,192649.29,2025-06-15 14:03:00,1234,GREF123456,323873,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7322,PAY,99999852@ybl,87654321,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00002,AIRP2222,P2M,Vinkaj,C,SAVINGS,0,,
427931846215337,TXN184f77854d23d746819a34bdd7f39b2f7e,6010,194375.59,2025-06-15 14:04:00,6789,GREF123456,323874,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5111,PAY,99999852@ybl,87654321,SBIN000116,vinayak@ybiz,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Vinkaj,C,CREDIT,0,,
427931856215337,TXN185f77854d23d746819a34bdd7f39b2f7e,6010,195006.05,2025-06-15 14:05:00,7414,GREF123456,323875,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7033,PAY,samayraina@ibl,87654321,SBIN000116,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Vinkaj,D,CREDIT,0,,
427931866215337,TXN186f77854d23d746819a34bdd7f39b2f7e,6010,196133.69,2025-06-15 14:06:00,1234,GREF123456,323876,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5814,PAY,samayraina@ibl,12345678,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Vinkaj,D,CREDIT,1,,
427931876215337,TXN187f77854d23d746819a34bdd7f39b2f7e,6010,197312.47,2025-06-15 14:07:00,7414,GREF123456,323877,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8042,PAY,samayraina@ibl,12345678,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Samay Raina,C,CREDIT,0,,
427931886215337,TXN188f77854d23d746819a34bdd7f39b2f7e,6010,198350.35,2025-06-15 14:08:00,1234,GREF123456,323878,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7332,PAY,abc_person@axl,12345678,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Saurav G.,D,SAVINGS,0,,
427931896215337,TXN189f77854d23d746819a34bdd7f39b2f7e,6010,199047.1,2025-06-15 14:09:00,7800,GREF123456,323879,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,6513,PAY,abc_person@axl,87654321,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00002,AIRP2222,P2M,Samay Raina,C,SAVINGS,1,,
427931906215337,TXN190f77854d23d746819a34bdd7f39b2f7e,6010,200309.96,2025-06-15 14:10:00,1234,GREF123456,323880,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7802,PAY,abc_person@axl,12345678,YESB00001,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Saurav G.,C,SAVINGS,1,,
427931916215337,TXN191f77854d23d746819a34bdd7f39b2f7e,6010,201339.93,2025-06-15 14:11:00,1415,GREF123456,323881,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5944,PAY,99999852@ybl,87654321,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Saurav G.,C,SAVINGS,0,,
427931926215337,TXN192f77854d23d746819a34bdd7f39b2f7e,6010,202326.54,2025-06-15 14:12:00,1234,GREF123456,323882,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5718,PAY,99999852@ybl,100000021,YESB00001,vinayak@ybiz,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Samay Raina,C,CREDIT,1,,
427931936215337,TXN193f77854d23d746819a34bdd7f39b2f7e,6010,202701.66,2025-06-15 14:13:00,1415,GREF123456,323883,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5044,PAY,abc_person@axl,12345678,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1032,P2M,Vinkaj,D,SAVINGS,0,,
427931946215337,TXN194f77854d23d746819a34bdd7f39b2f7e,6010,204026.16,2025-06-15 14:14:00,1234,GREF123456,323884,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5681,PAY,99999852@ybl,87654321,SBIN000116,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Samay Raina,D,SAVINGS,1,,
427931956215337,TXN195f77854d23d746819a34bdd7f39b2f7e,6010,204939.1,2025-06-15 14:15:00,7800,GREF123456,323885,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7276,PAY,abc_person@axl,87654321,YESB00001,teastall@axl,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Samay Raina,D,CREDIT,0,,
427931966215337,TXN196f77854d23d746819a34bdd7f39b2f7e,6010,205587.82,2025-06-15 14:16:00,1234,GREF123456,323886,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7407,PAY,99999852@ybl,87654321,SBIN000116,vinayak@ybiz,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Saurav G.,C,SAVINGS,1,,
427931976215337,TXN197f77854d23d746819a34bdd7f39b2f7e,6010,207131.96,2025-06-15 14:17:00,1415,GREF123456,323887,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5044,PAY,abc_person@axl,87654321,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRPAY1111,P2M,Vinkaj,C,SAVINGS,0,,
427931986215337,TXN198f77854d23d746819a34bdd7f39b2f7e,6010,208453,2025-06-15 14:18:00,7800,GREF123456,323888,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7922,PAY,99999852@ybl,100000021,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00001,AIRP2222,P2M,Vinkaj,D,SAVINGS,1,,
427931996215337,TXN199f77854d23d746819a34bdd7f39b2f7e,6010,208558.24,2025-06-15 14:19:00,1415,GREF123456,323889,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,824,PAY,99999852@ybl,87654321,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Samay Raina,D,SAVINGS,1,,
427932006215337,TXN200f77854d23d746819a34bdd7f39b2f7e,6010,209937.24,2025-06-15 14:20:00,1234,GREF123456,323890,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5945,PAY,99999852@ybl,100000021,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRPAY1111,P2M,Vinkaj,C,SAVINGS,1,,
427932016215337,TXN201f77854d23d746819a34bdd7f39b2f7e,6010,210538.89,2025-06-15 14:21:00,7800,GREF123456,323891,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5722,PAY,abc_person@axl,87654321,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00001,AIRP2222,P2M,Vinkaj,C,CREDIT,0,,
427932026215337,TXN202f77854d23d746819a34bdd7f39b2f7e,6010,212401.42,2025-06-15 14:22:00,1234,GREF123456,323892,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,744,PAY,samayraina@ibl,87654321,AIRP0001,vinayak@ybiz,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Vinkaj,D,SAVINGS,0,,
427932036215337,TXN203f77854d23d746819a34bdd7f39b2f7e,6010,213318.41,2025-06-15 14:23:00,7800,GREF123456,323893,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8675,PAY,abc_person@axl,100000021,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Samay Raina,C,CREDIT,1,,
427932046215337,TXN204f77854d23d746819a34bdd7f39b2f7e,6010,214061.5,2025-06-15 14:24:00,6789,GREF123456,323894,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7933,PAY,99999852@ybl,87654321,YESB00001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Saurav G.,D,SAVINGS,1,,
427932056215337,TXN205f77854d23d746819a34bdd7f39b2f7e,6010,215108.69,2025-06-15 14:25:00,7414,GREF123456,323895,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5969,PAY,99999852@ybl,12345678,AIRP0001,techwisecollege@ypbiz,YESB0MGSUPI,YBL00003,AIRPAY1032,P2M,Samay Raina,C,CREDIT,1,,
427932066215337,TXN206f77854d23d746819a34bdd7f39b2f7e,6010,216120.21,2025-06-15 14:26:00,7800,GREF123456,323896,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,8111,PAY,samayraina@ibl,100000021,SBIN000116,teastall@axl,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Saurav G.,C,CREDIT,1,,
427932076215337,TXN207f77854d23d746819a34bdd7f39b2f7e,6010,216689.01,2025-06-15 14:27:00,7414,GREF123456,323897,2230,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5521,PAY,99999852@ybl,100000021,SBIN000116,techwisecollege@ypbiz,YESB0MGSUPI,YBL00001,AIRPAY1032,P2M,Vinkaj,D,CREDIT,0,,
427932086215337,TXN208f77854d23d746819a34bdd7f39b2f7e,6010,217922.51,2025-06-15 14:28:00,1234,GREF123456,323898,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,7997,PAY,abc_person@axl,87654321,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00003,AIRP2222,P2M,Samay Raina,C,CREDIT,1,,
427932096215337,TXN209f77854d23d746819a34bdd7f39b2f7e,6010,219026.51,2025-06-15 14:29:00,1415,GREF123456,323899,2220,0,B9A33C7DECC3B776E29FE990E841157B422A7DDB2374439BFE56B797A00B5A,5411,PAY,abc_person@axl,100000021,AIRP0001,teastall@axl,YESB0MGSUPI,YBL00002,AIRPAY1111,P2M,Vinkaj,C,CREDIT,0,,
